Sensors' Acquisition [Hz]: Acc@26.0 
hh:mm:ss.ms, Annotation , AccX [mg], AccY, AccZ
10:00:13.229,,174,-98,1608
10:00:13.267,,-29,63,1726
10:00:13.305,,14,55,1934
10:00:13.343,,104,-59,1998
10:00:13.381,,53,141,1784
10:00:13.419,,-118,217,1439
10:00:13.457,,-382,234,1190
10:00:13.495,,-532,202,993
10:00:13.533,,-592,92,719
10:00:13.571,,-538,23,543
10:00:13.609,,-316,38,143
10:00:13.647,,-147,-85,-1
10:00:13.685,,-138,-197,263
10:00:13.723,,-79,-97,502
10:00:13.761,,219,90,659
10:00:13.799,,436,91,1184
10:00:13.837,,75,-30,1886
10:00:13.875,,-69,58,1994
10:00:13.913,,293,171,1743
10:00:13.951,,352,78,1684
10:00:13.989,,188,191,1591
10:00:14.027,,191,271,1421
10:00:14.065,,-96,249,1345
10:00:14.103,,-537,190,1233
10:00:14.141,,-633,215,1058
10:00:14.179,,-669,60,950
10:00:14.217,,-521,43,827
10:00:14.255,,-143,126,445
10:00:14.293,,264,-3,155
10:00:14.331,,15,-192,289
10:00:14.369,,154,35,444
10:00:14.407,,617,-215,761
10:00:14.445,,403,-25,1411
10:00:14.483,,224,159,1499
10:00:14.521,,334,245,1641
10:00:14.559,,173,172,1998
10:00:14.597,,87,265,1989
10:00:14.635,,307,366,1626
10:00:14.673,,205,331,1550
10:00:14.711,,-129,401,1398
10:00:14.749,,-363,360,973
10:00:14.787,,-492,203,770
10:00:14.825,,-349,43,393
10:00:14.863,,-179,87,336
10:00:14.901,,-35,-114,307
10:00:14.939,,69,-111,476
10:00:14.977,,369,-61,615
10:00:15.015,,403,-128,1189
10:00:15.053,,237,-48,1528
10:00:15.091,,371,174,1435
10:00:15.129,,285,130,1686
10:00:15.167,,188,115,1996
10:00:15.205,,128,334,1861
10:00:15.243,,90,378,1596
10:00:15.281,,-34,309,1588
10:00:15.319,,-275,331,1273
10:00:15.357,,-474,142,998
10:00:15.395,,-520,174,1068
10:00:15.433,,-363,195,438
10:00:15.471,,-86,-55,49
10:00:15.509,,-67,-176,244
10:00:15.547,,-92,-102,279
10:00:15.585,,215,5,374
10:00:15.623,,516,-36,876
10:00:15.661,,474,110,1335
10:00:15.699,,361,172,1739
10:00:15.737,,325,303,1878
10:00:15.775,,366,89,1976
10:00:15.813,,252,220,1997
10:00:15.851,,244,423,1647
10:00:15.889,,22,368,1399
10:00:15.927,,-333,410,1278
10:00:15.965,,-412,340,925
10:00:16.003,,-493,117,817
10:00:16.041,,-356,135,591
10:00:16.079,,-79,93,240
10:00:16.117,,44,-9,201
10:00:16.155,,112,-62,354
10:00:16.193,,339,40,727
10:00:16.231,,527,-53,1156
10:00:16.269,,493,46,1562
10:00:16.307,,378,170,1888
10:00:16.345,,439,208,1998
10:00:16.383,,142,421,1998
10:00:16.421,,-27,579,1776
10:00:16.459,,-205,504,1419
10:00:16.497,,-412,330,1127
10:00:16.535,,-347,362,833
10:00:16.573,,-317,-14,445
10:00:16.611,,-323,-123,467
10:00:16.649,,-163,-49,184
10:00:16.687,,-140,-135,178
10:00:16.725,,-123,-91,432
10:00:16.763,,198,-78,542
10:00:16.801,,397,6,1252
10:00:16.839,,303,41,1428
10:00:16.877,,336,266,1580
10:00:16.915,,26,274,1984
10:00:16.953,,59,269,1991
10:00:17.082,,-281,84,1247
10:00:17.083,,-281,84,1247
10:00:17.084,,-281,84,1247
10:00:17.105,,-281,34,1124
10:00:17.143,,-278,64,720
10:00:17.181,,-277,46,246
10:00:17.219,,-243,-78,71
10:00:17.257,,-110,-91,89
10:00:17.295,,5,-30,173
10:00:17.333,,148,20,603
10:00:17.371,,206,84,1041
10:00:17.409,,346,110,1448
10:00:17.447,,-8,188,1993
10:00:17.485,,127,386,1924
10:00:17.523,,327,344,1925
10:00:17.561,,230,185,1892
10:00:17.599,,3,286,1760
10:00:17.637,,-325,326,1308
10:00:17.675,,-488,267,995
10:00:17.713,,-453,150,723
10:00:17.751,,-384,96,499
10:00:17.789,,-157,59,183
10:00:17.827,,25,-25,63
10:00:17.865,,119,-3,341
10:00:17.903,,406,42,554
10:00:17.941,,416,48,1015
10:00:17.979,,477,109,1484
10:00:18.017,,324,72,1985
10:00:18.055,,132,171,1998
10:00:18.093,,267,329,1943
10:00:18.131,,176,316,1638
10:00:18.169,,-52,280,1434
10:00:18.207,,-397,347,1208
10:00:18.245,,-557,233,811
10:00:18.283,,-468,82,596
10:00:18.321,,-216,137,392
10:00:18.359,,7,53,170
10:00:18.397,,174,45,287
10:00:18.435,,337,108,594
10:00:18.473,,587,77,1034
10:00:18.511,,724,-33,1622
10:00:18.549,,611,-40,1904
10:00:18.587,,501,144,1975
10:00:18.625,,477,268,1751
10:00:18.663,,214,366,1718
10:00:18.701,,-226,338,1676
10:00:18.739,,-501,449,1297
10:00:18.777,,-529,391,658
10:00:18.814,,-495,277,567
10:00:18.852,,-270,279,309
10:00:18.890,,-37,241,275
10:00:18.928,,225,65,830
10:00:18.966,,533,-340,1419
10:00:19.004,,347,-323,1357
10:00:19.042,,137,-67,1161
10:00:19.080,,-108,-28,1346
10:00:19.118,,-95,3,1285
10:00:19.156,,51,34,1191
10:00:19.194,,12,30,1160
10:00:19.232,,-71,47,1134
10:00:19.270,,-87,119,1059
10:00:19.308,,-106,127,1075
10:00:19.346,,-103,75,1108
10:00:19.384,,-139,109,1122
10:00:19.422,,-43,86,1055
10:00:19.460,,-35,43,1028
10:00:19.498,,-21,73,1033
10:00:19.536,,16,74,1040
10:00:19.574,,-67,-135,984
10:00:19.612,,20,-24,1055
10:00:19.650,,-103,-66,1064
10:00:19.688,,-41,-48,1059
10:00:19.726,,9,12,1065
10:00:19.764,,6,16,1062
10:00:19.802,,-14,-14,1062
10:00:19.840,,-18,-23,1063
10:00:19.878,,-18,-23,1062
10:00:19.916,,-17,-23,1061
10:00:19.954,,-18,-23,1062
10:00:19.992,,-18,-23,1062
10:00:20.030,,-18,-24,1062
10:00:20.068,,-18,-23,1063
10:00:20.106,,-18,-23,1063
10:00:20.144,,-17,-23,1062
10:00:20.182,,-19,-23,1062
10:00:20.220,,-18,-23,1062
10:00:20.258,,-18,-23,1063
10:00:20.296,,-18,-23,1063
10:00:20.334,,-18,-23,1063
10:00:20.372,,-18,-23,1062
10:00:20.410,,-18,-23,1063
10:00:20.448,,-17,-23,1062
10:00:20.486,,-18,-23,1062
10:00:20.524,,-17,-23,1062
10:00:20.562,,-18,-24,1062
10:00:20.600,,-19,-22,1063
10:00:20.638,,-18,-23,1063
10:00:20.676,,-18,-23,1063
10:00:20.714,,-18,-23,1062
10:00:20.752,,-18,-23,1063
10:00:20.790,,-18,-23,1063
10:00:20.828,,-19,-23,1063
10:00:20.866,,-17,-23,1062
10:00:20.904,,-18,-24,1062
10:00:20.942,,-18,-23,1063
10:00:20.980,,-18,-23,1062
10:00:21.018,,-18,-23,1063
10:00:21.056,,-18,-23,1063
10:00:21.094,,-18,-24,1062
10:00:21.132,,-18,-23,1063
10:00:21.170,,-18,-23,1062
10:00:21.208,,-18,-24,1062
10:00:21.246,,-18,-23,1062
10:00:21.284,,-18,-23,1062
10:00:21.322,,-18,-23,1062
10:00:21.360,,-18,-23,1062
10:00:21.398,,-18,-23,1062
10:00:21.436,,-18,-23,1062
10:00:21.474,,-18,-23,1063
10:00:21.512,,-18,-23,1062
10:00:21.550,,-17,-23,1062
10:00:21.588,,-18,-24,1062
10:00:21.626,,-18,-23,1062
10:00:21.664,,-19,-23,1062
10:00:21.702,,-18,-23,1062
10:00:21.740,,-18,-23,1062
10:00:21.778,,-18,-23,1062
10:00:21.816,,-18,-23,1062
10:00:21.854,,-18,-23,1062
10:00:21.892,,-18,-23,1063
10:00:21.930,,-18,-23,1062
10:00:21.968,,-18,-23,1062
10:00:22.006,,-18,-23,1062
10:00:22.044,,-18,-23,1062
10:00:22.082,,-18,-23,1063
10:00:22.120,,-19,-23,1062
10:00:22.158,,-18,-23,1062
10:00:22.196,,-18,-23,1063
10:00:22.234,,-18,-23,1062
10:00:22.272,,-18,-23,1062
10:00:22.310,,-18,-23,1062
10:00:22.348,,-18,-23,1062
10:00:22.386,,-18,-23,1062
10:00:22.424,,-18,-23,1062
10:00:22.462,,-18,-23,1062
